index,song_id,title,artist,original_gender,language_detect,lyrics,predicted_gender,keywords,reasoning,raw_model_response
41,ObjectId(5714dede25ac0d8aee4cb776),Eclipse,Nujabes,Male,english,"22 Contributors Eclipse Lyrics Nujabes and Substantial hook up to bring us a love song about his long distance relationship. Chorus This is for the things I don't say enough Waitin' for the day we touch Your lips to mine, eclipse solar lunar I'll see you soon but I'll talk to you sooner This is for the things I don't say enough Waitin' for the day we touch Your lips to mine, eclipse solar lunar I'll see you soon but I'll talk to you sooner Verse 1 Do you honestly believe I'd turn my back on you And leave my true love all alone in this cruel world? When every single solitary day I do my best To secure a future for me and you, girl? 'Cause it is all about you, it's been all about you Seconds feel like millenniums when I'm without you But my momma said there'd be days like this And ain't jack we can do, that's the way life is But it's been weeks since I felt your lips And I'm a fiend for my queen so I need a fix Only for now, I'll settle for these talks on the phone But I cut my arm off for a moment alone With the one that I cherish whether in Rome or Paris Amsterdam or Japan, please note that I am Thinkin' bout my baby as much as humanly possible And I know you're frustrated cos life has too many obstacles Chorus This is for the things I don't say enough Waitin' for the day we touch Your lips to mine, eclipse solar lunar I'll see you soon but I'll talk to you sooner This is for the things I don't say enough Waitin' for the day we touch Your lips to mine, eclipse solar lunar I'll see you soon but I'll talk to you sooner Verse 2: Substantial My dear, my dear, my dear, I know you're lonely And I know very well that it's hard And it hurts but there's no need to cry 'Cause I will be home soon And there ain't no limit to the things that we gonna do Whatever you want, name it and I'll make it reality To see my baby's face nothin' means more than that for me This is far from flattery, I ain't trying to impress you Truth is, I miss you and I'm hurtin' internally Sometimes, these long trips feel like eternity But they say distance makes the heart grow fonder And in this case it's proven to be fact So I'll be back like a T100 From blocks away, you will see me comin' With the biggest smile you ever seen on my face 'Cause even the toughest man on the planet needs lovin' There's nothin' tame the wild like a woman's embrace, so um Chorus This is for the things I don't say enough Waitin' for the day we touch Your lips to mine, eclipse solar lunar I'll see you soon but I'll talk to you sooner This is for the things I don't say enough Waitin' for the day we touch Your lips to mine, eclipse solar lunar I'll see you soon but I'll talk to you sooner Verse 3 Feels like it's been forever and I can't wait to see ya It's like wit' Bonnie and Clyde, Tony and Maria Romeo and Juliet, Akeem and Lisa Basically inseparable and it's more than sexual Withstand every shell, tell me, don't you like the sound of that? Got my heart racin' and about to have a heart attack Wantin' to be loved by you, just you There's nobody loves you like I do And I ain't scared to show it, but these feelings are hard to put into words And I'm a poet slash MC, so give me credit for expressing them Becos writin' this was more nervous than I ever been I had to get it out for when I'm unable to sit with you You have a little song that I wrote for you to listen to So you know the way that you're missin' me, I'm missin' you I wanna give you the world but for now, I hope this'll do",male,"""girl"", ""my momma"", ""my baby's face"", ""my queen"", ""my dear""","The use of terms such as ""girl"" and ""my baby"" suggest a masculine perspective, as they are terms often used by men to refer to their romantic partners. Additionally, the speaker's emphasis on providing for and securing a future for the person they love, as well as their use of phrases like ""I'll cut my arm off for a moment alone"" to be with them, convey a sense of chivalry and protection that is often associated with male perspectives. The speaker also refers to themselves as a ""fiend"" for their partner, using a term that is often associated with masculine language.","LYRICS: 
This is for the things I don't say enough Waitin' for the day we touch Your lips to mine, eclipse solar lunar I'll see you soon but I'll talk to you sooner Do you honestly believe I'd turn my back on you And leave my true love all alone in this cruel world? When every single solitary day I do my best To secure a future for me and you, girl? Seconds feel like millenniums when I'm without you But my momma said there'd be days like this And ain't jack we can do, that's the way life is But it's been weeks since I felt your lips And I'm a fiend for my queen so I need a fix Only for now, I'll settle for these talks on the phone But I cut my arm off for a moment alone With the one that I cherish whether in Rome or Paris Amsterdam or Japan, please note that I am Thinkin' bout my baby as much as humanly possible And I know you're frustrated cos life has too many obstacles My dear, my dear, my dear, I know you're lonely And I know very well that it's hard And it hurts but there's no need to cry 'Cause I will be home soon And there ain't no limit to the things that we gonna do Whatever you want, name it and I'll make it reality To see my baby's face nothin' means more than that for me This is far from flattery, I ain't trying to impress you Truth is, I miss you and I'm hurtin' internally Sometimes, the...

GENDER: male
KEYWORDS: ""girl"", ""my momma"", ""my baby's face"", ""my queen"", ""my dear""
REASONING: The use of terms such as ""girl"" and ""my baby"" suggest a masculine perspective, as they are terms often used by men to refer to their romantic partners. Additionally, the speaker's emphasis on providing for and securing a future for the person they love, as well as their use of phrases like ""I'll cut my arm off for a moment alone"" to be with them, convey a sense of chivalry and protection that is often associated with male perspectives. The speaker also refers to themselves as a ""fiend"" for their partner, using a term that is often associated with masculine language."
50,ObjectId(5714dee825ac0d8aee542a74),Min Nhar Li Mshiti,The Idan Raichel Project,Male,english,3 Contributors Translations עברית (Hebrew) Min Nhar Li Mshiti - منهار اللي مشيتي Lyrics يا ممّا علاش مشيتي إنت عمري وحياتي دموع عيني فيك يا ممّا قريتني و تعدبتي في إنت خيالك يا نور عيني المّيما إنت الحنينة المّيما إنت العزيزة غير إنت يا ضو عيني شحال جريتي و خممتي في توحشت خيالك يا نور عيني يا ممّا ضو عيني إنت مشيتي و خليتني يا ممّا كيفاش خليتني بلاش ونموت بلهموم منهار والليالي أنا و أنا اللي بكيتي علي طول عمري ما أنسك يا غزالي يا ممّا ضو عيني إنت مشيتي و خليتني يا ممّا كيفاش خليتني بلاش ونموت بلهموم منهار والليالي أنا و أنا اللي بكيتي علي طول عمري ما أنسك يا غزالي فين إنت المّيما فين كنتي الحبيبا أنا يتيم منهار اللي مشيتي أو العديان عملوها بي هيل مولانا يفرج علي يا ممّا ضو عيني إنت مشيتي و خليتني يا ممّا كيفاش خليتني بلاش ونموت بلهموم منهار والليالي أنا و أنا اللي بكيتي علي طول عمري ما أنسك يا غزالي,female,"دموع عيني فيك (my tears are in you), تعدبتي في إنت خيالك (I take refuge in your imagination), الحنينة (the gentle one), الحبيبا (my beloved), يا غزالي (oh my beloved), فين إنت المّيما (where are you, my love)","The lyrics contain words and phrases that suggest a feminine perspective and tone. The use of ""دموع عيني فيك"" (my tears are in you) and ""تعدبتي في إنت خيالك"" (I take refuge in your imagination) implies a strong emotional connection and vulnerability, which is often associated with feminine expression. The words ""الحنينة"" (the gentle one) and ""الحبيبا"" (my beloved) also suggest a romantic and affectionate tone. Additionally, the repetition of ""يا غزالي"" (oh my beloved) and ""الليالي"" (nights) creates","LYRICS: يا ممّا علاش مشيتي إنت عمري وحياتي دموع عيني فيك يا ممّا قريتني و تعدبتي في إنت خيالك يا نور عيني المّيما إنت الحنينة المّيما إنت العزيزة غير إنت يا ضو عيني شحال جريتي و خممتي في توحشت خيالك يا نور عيني يا ممّا ضو عيني إنت مشيتي و خليتني يا ممّا كيفاش خليتني بلاش ونموت بلهموم منهار والليالي أنا و أنا اللي بكيتي علي طول عمري ما أنسك يا غزالي يا ممّا ضو عيني إنت مشيتي و خليتني يا ممّا كيفاش خليتني بلاش ونموت بلهموم منهار والليالي أنا و أنا اللي بكيتي علي طول عمري ما أنسك يا غزالي فين إنت المّيما فين كنتي الحبيبا أنا يتيم منهار اللي مشيتي أو العديان عملوها بي هيل مولانا يفرج علي يا ممّا ضو عيني إنت مشيتي و خليتني يا ممّا كيفاش خليتني بلاش ونموت بلهموم منهار والليالي أنا و أنا اللي بكيتي علي طول عمري ما أنسك يا غزالي

GENDER: female  
KEYWORDS: دموع عيني فيك (my tears are in you), تعدبتي في إنت خيالك (I take refuge in your imagination), الحنينة (the gentle one), الحبيبا (my beloved), يا غزالي (oh my beloved), فين إنت المّيما (where are you, my love)
REASONING: The lyrics contain words and phrases that suggest a feminine perspective and tone. The use of ""دموع عيني فيك"" (my tears are in you) and ""تعدبتي في إنت خيالك"" (I take refuge in your imagination) implies a strong emotional connection and vulnerability, which is often associated with feminine expression. The words ""الحنينة"" (the gentle one) and ""الحبيبا"" (my beloved) also suggest a romantic and affectionate tone. Additionally, the repetition of ""يا غزالي"" (oh my beloved) and ""الليالي"" (nights) creates"
55,ObjectId(5714dede25ac0d8aee4c90ff),Dala Dala,Noa,Female,english,"4 Contributors Dala Dala Lyrics Dala dala ya rashal La yisme'uk ali Dala dala ya rashal La yisme'uk ali Wa yetale'uk al hebus Wa yesamsemu hali Wa yetale'uk al hebus Wa yesamsemu hali Wa yesamsemu hali min hobbak al ghali Wa yesamsemu hali min hobbak al ghali Dala dala ya rashal La yisme'uk ali Dala dala ya rashal La yisme'uk ali Translation: Slowly, slowly my love Keep still, so they don't hear you... For if they do, they'll throw you in jail And cut my throat! Slowly, slowly my love Keep still, so they don't hear you... For to my throat they'll bring a knife For loving you I give my life",male,"my love, my throat, my life, they'll throw you in jail, they'll bring a knife","The use of possessive pronouns like ""my"" (e.g., ""my love"", ""my throat"") and the reference to the narrator's throat being cut suggests a male perspective, as it is often the male who is the object of affection or the one being threatened in romantic relationships. The phrase ""For loving you I give my life"" further reinforces this, as it implies a traditional romantic gesture often associated with male romantic expression.","LYRICS: Slowly, slowly my love Keep still, so they don't hear you... For if they do, they'll throw you in jail And cut my throat! Slowly, slowly my love Keep still, so they don't hear you... For to my throat they'll bring a knife For loving you I give my life  
GENDER: male  
KEYWORDS: my love, my throat, my life, they'll throw you in jail, they'll bring a knife  
REASONING: The use of possessive pronouns like ""my"" (e.g., ""my love"", ""my throat"") and the reference to the narrator's throat being cut suggests a male perspective, as it is often the male who is the object of affection or the one being threatened in romantic relationships. The phrase ""For loving you I give my life"" further reinforces this, as it implies a traditional romantic gesture often associated with male romantic expression."
58,ObjectId(5714dec825ac0d8aee3bdfd2),Ratchet,Borgore,Male,english,"12 Contributors Ratchet Lyrics Intro If your ratchet If your ratchet If your ratchet If your ratchet If your ratchet If your ratchet If your ratchet If your ratchet If your ratchet If your ratchet If your ratchet If your ratchet If your ratchet And you know it clap your ass Hook If you're ratchet and you know it clap your ass If you're ratchet and you know it clap your ass If you're ratchet and you know it and you really wanna to show it If you're ratchet and you know it clap your ass If you're ratchet and you know it clap your ass If you're ratchet and you know it clap your ass If you're ratchet and you know it and you really wanna to show it If you're ratchet and you know it clap your ass Pre-Drop Clap your Ass, ass, ass, ass Ass, ass, ass, ass Ass, ass, ass, ass Ass, ass, ass, ass Ass, ass, ass, ass Ass, ass, ass, ass Ass, ass, ass, ass Ass, ass Clap Your Hook If you're ratchet and you know it clap your ass If you're ratchet and you know it clap your ass If you're ratchet and you know it and you really wanna to show it If you're ratchet and you know it clap your ass If you're ratchet and you know it clap your ass If you're ratchet and you know it clap your ass If you're ratchet and you know it and you really wanna to show it (Fading in: Ass, ass, ass, ass, ass, ass, ass, ass) If you're ratchet and you know it clap your ass Clap your",male,"ratchet, clap your ass","The lyrics appear to be written from a masculine perspective, with the use of the word ""ratchet"" and the repeated phrase ""clap your ass."" The term ""ratchet"" is often associated with a masculine, party-oriented, or hip-hop culture, and the emphasis on physical movement and action, such as ""clap your ass,"" is also consistent with a male perspective. The language and tone of the lyrics suggest a carefree, energetic, and possibly provocative attitude, which is often associated with male-dominated hip-hop music.","LYRICS: If your ratchet If your ratchet If your ratchet If your ratchet If your ratchet If your ratchet If your ratchet If your ratchet If your ratchet If your ratchet If your ratchet If your ratchet If your ratchet And you know it clap your ass Hook If you're ratchet and you know it clap your ass If you're ratchet and you know it clap your ass If you're ratchet and you know it and you really wanna to show it If you're ratchet and you know it clap your ass If you're ratchet and you know it clap your ass If you're ratchet and you know it clap your ass If you're ratchet and you know it and you really wanna to show it If you're ratchet and you know it clap your ass Pre-Drop Clap Your Hook If you're ratchet and you know it clap your ass If you're ratchet and you know it clap your ass If you're ratchet and you know it and you really wanna to show it If you're ratchet and you know it clap your ass If you're ratchet and you know it clap your ass If you're ratchet and you know it clap your ass If you're ratchet and you know it and you really wanna to show it (Fading in: Ass, ass, ass, ass, ass, ass, ass, ass) If you're ratchet and you know it clap your ass Clap your
GENDER: male
KEYWORDS: ratchet, clap your ass
REASONING: The lyrics appear to be written from a masculine perspective, with the use of the word ""ratchet"" and the repeated phrase ""clap your ass."" The term ""ratchet"" is often associated with a masculine, party-oriented, or hip-hop culture, and the emphasis on physical movement and action, such as ""clap your ass,"" is also consistent with a male perspective. The language and tone of the lyrics suggest a carefree, energetic, and possibly provocative attitude, which is often associated with male-dominated hip-hop music."
59,ObjectId(5714dee125ac0d8aee4f260f),Bluer Than Blue,Regine Velasquez,Female,english,"2 Contributors Bluer Than Blue Lyrics After you go, I can catch on my reading After you go, I have lot more time sleeping And when you go, it looks like thing's gonna be lot easier Life would be at ease you know I really should be glad But I'm bluer than blue Sadder than sad You're the only life this empty room has ever had Life without you is gonna be Bluer than blue.. After you go, I have a lot more room in my closet After you go, I can stay out long if I feel like And when you go, I can run through the house screaming And no one can ever hear me I really should be glad I don't have to miss no tv show I can start my whole life over Change the numbers on my telephone But the night will sure be colder Bluer than blue Bluer than blue Bluer than blue..",male,"""empty room"", ""life over"", ""change the numbers on my telephone""","The lyrics suggest a sense of isolation and loneliness after the departure of someone, which is often associated with a male perspective. The use of ""empty room"" implies a sense of desolation, and the narrator's desire to ""start my whole life over"" and ""change the numbers on my telephone"" suggests a need for a fresh start, which is a common theme in male-oriented heartbreak songs. The tone is also melancholic and introspective, which is often characteristic of male songwriters expressing emotional pain.","LYRICS: After you go, I can catch on my reading / After you go, I have lot more time sleeping / And when you go, it looks like thing's gonna be lot easier / Life would be at ease you know / I really should be glad / But I'm bluer than blue / Sadder than sad / You're the only life this empty room has ever had / Life without you is gonna be Bluer than blue.. / After you go, I have a lot more room in my closet / After you go, I can stay out long if I feel like / And when you go, I can run through the house screaming / And no one can ever hear me / I really should be glad I don't have to miss no tv show / I can start my whole life over / Change the numbers on my telephone / But the night will sure be colder / Bluer than blue / Bluer than blue / Bluer than blue..  
GENDER: Male  
KEYWORDS: ""empty room"", ""life over"", ""change the numbers on my telephone""  
REASONING: The lyrics suggest a sense of isolation and loneliness after the departure of someone, which is often associated with a male perspective. The use of ""empty room"" implies a sense of desolation, and the narrator's desire to ""start my whole life over"" and ""change the numbers on my telephone"" suggests a need for a fresh start, which is a common theme in male-oriented heartbreak songs. The tone is also melancholic and introspective, which is often characteristic of male songwriters expressing emotional pain."
63,ObjectId(5714dee125ac0d8aee4f2615),Hold On To Your Dreams,Regine Velasquez,Female,english,"1 Contributor Hold On to Your Dreams Lyrics Verse 1 Don't be afraid to stand up when you fall To try and strive until you've given it all And don't be afraid to learn from your mistakes Don't let your spirit break and let you down Pre-Chorus There's a spark of hope to guide you Just believe in what's inside you Someday, all your wishes will come true Chorus If you hold on, hold on to your dreams Don't ever give up no matter how hard it seems Until you see the sun come shining bright for you Hold on 'til your dreams come true Verse 2 Dare to be strong and weather all the storms It's time to cast your doubts and fears away Stand brave and tall, through troubles grеat and small You'll beat the odds with just a little faith Pre-Chorus Thеre's a spark of hope to guide you Just believe in what's inside you Someday all your wishes will come true Chorus If you hold on, hold on to your dreams Don't ever give up no matter how hard it seems Until you see the sun come shining bright for you Hold on 'til your dreams come true Instrumental Break Chorus Until you see the sun come shining bright for you Hold on 'til dreams come true Bridge When you're down and out, you must begin again Until you finally reach the rainbow's end Chorus Hold on, hold on to your dreams Don't ever give up no matter how hard it seems Until you see the sun come shining bright for you Hold on 'til your dreams come true Hold on 'til your dreams come true, oh",male,"""Don't be afraid to stand up"", ""strive until you've given it all"", ""be strong and weather all the storms"", ""beat the odds with just a little faith""","The lyrics convey a sense of resilience, determination, and a desire to overcome challenges. The use of words and phrases such as ""stand up"", ""strive"", ""be strong"", and ""beat the odds"" suggests a typically masculine perspective. These words and phrases are often associated with traditionally masculine traits such as courage and perseverance.","LYRICS: Don't be afraid to stand up when you fall To try and strive until you've given it all And don't be afraid to learn from your mistakes Don't let your spirit break and let you down Pre-Chorus There's a spark of hope to guide you Just believe in what's inside you Someday, all your wishes will come true Chorus If you hold on, hold on to your dreams Don't ever give up no matter how hard it seems Until you see the sun come shining bright for you Hold on 'til your dreams come true 
GENDER: male  
KEYWORDS: ""Don't be afraid to stand up"", ""strive until you've given it all"", ""be strong and weather all the storms"", ""beat the odds with just a little faith""  
REASONING: The lyrics convey a sense of resilience, determination, and a desire to overcome challenges. The use of words and phrases such as ""stand up"", ""strive"", ""be strong"", and ""beat the odds"" suggests a typically masculine perspective. These words and phrases are often associated with traditionally masculine traits such as courage and perseverance."
68,ObjectId(5714dec525ac0d8aee39de1e),Love Me Thoda Aur,Arijit Singh,Male,english,"4 Contributors Love Me Thoda Aur Lyrics Verse 1 शायरों से लफ़्ज़ लेके थोड़े से उधार बोलना ये चाहता हूँ दिल से तुमको, यार हो रहा था, हो गया है हल्का सा ख़ुमार कोई ना रहा है दिल पे अपने ज़ोर Chorus: Arijit Singh Love me thoda aur! Let me tell you tonight When the stars are shining bright Love me thoda aur Just take my hand in your hand And then don't you let it go Love me thoda aur All I need is the time When I promise that you'll be mine Love me thoda aur With you by my side I know I'll be fine Verse 2 तेरी बातों कि प्यारी सी, मीठी सी ख़ुशबू मैं लेके साथ में मुस्कुराता सा, नीदों से, ख़्वाबों से मिलता हूँ मैं तो रात में ये अदा है नयी, ये अदा आ गयी, तू जो मिला कभी ना किया था ख़ुद पे इतना ग़ौर Chorus: Arijit Singh Love me thoda aur! Let me tell you tonight When the stars are shining bright Love me thoda aur Just take my hand in your hand And then don't you let it go Love me thoda aur All I need is the time When I promise that you'll be mine Love me thoda aur With you by my side I know I'll be fine Verse 3 तुम हो या ना हो, लगता है जैसे कि अब तुम ही तो हो हर घड़ी हो, मिलता तुमसे हूँ जितना मैं उतनी ही मिलने कि वजह है बढ़ी मिलने की कोशिशें, प्यार कि ख़वाहिशें होती रहें तुझे देख के हैं साँसें करती शोर Chorus: Arijit Singh Love me thoda aur! Let me tell you tonight When the stars are shining bright Love me thoda aur Just take my hand in your hand And then don't you let it go Love me thoda aur All I need is the time When I promise that you'll be mine Love me thoda aur With you by my side I know I'll be fine",,,,"LYRICS: 
शायरों से लफ़्ज़ लेके थोड़े से उधार बोलना ये चाहता हूँ दिल से तुमको, यार हो रहा था, हो गया है हल्का सा ख़ुमार कोई ना रहा है दिल पे अपने ज़ोर 
Love me thoda aur! Let me tell you tonight When the stars are shining bright Love me thoda aur Just take my hand in your hand And then don't you let it go Love me thoda aur All I need is the time When I promise that you'll be mine Love me thoda aur With you by my side I know I'll be fine 
तेरी बातों कि प्यारी सी, मीठी सी ख़ुशबू मैं लेके साथ में मुस्कुराता सा, नीदों से, ख़्वाबों से मिलता हूँ मैं तो रात में ये अदा है नयी, ये अदा आ गयी, तू जो मिला कभी ना किया था ख़ुद पे इतना ग़ौर 
Love me thoda aur! Let me tell you tonight When the stars are shining bright Love me thoda aur Just take my hand in your hand And then don't you let it go Love me thoda aur All I need is the time When I promise that you'll be mine Love me thoda aur With you by my side I know I'll be fine 
तुम हो या ना हो, लगता है जैसे कि अब तुम ही तो हो हर घड़ी हो, मिलता तुमसे हूँ जितना मैं उतनी ही मिलने कि वजह है बढ़ी मिलने की कोशिशें, प्यार कि ख़वाहिशें होती रहें तुझे देख के हैं साँसें करती शोर 
Love me thoda aur! Let me tell you tonight When the stars are shining bright Love me thoda aur Just take my hand in your hand And then don't you let it go Love me thoda aur All I need is the time When I promise that you'll be mine Love me thoda aur With you by"
69,ObjectId(5714dee125ac0d8aee4f2638),I Can,Regine Velasquez,Female,english,"4 Contributors I Can Lyrics Chorus I can live, I can love I can reach the heavens above I can right what is wrong I can sing just any song I can dance, I can fly And touch the rainbow in the sky I can be your good friend I can love you, until the end What took you so long to make me feel How lucky I am 'coz I am free Free to do the things I wanna do What took you so long to make me feel I can give love, a love so real What took you so long to let me know...that Chorus I can live, I can love I can reach the heavens above I can right what is wrong I can sing just any song I can dance, I can fly And touch the rainbow in the sky I can be your good friend I can love you, until the end What took you so long to make me cry So I will know the reasons why I'm so lucky I can smile I didn't know this for a while Chorus I can live, I can love I can reach the heavens above I can right what is wrong I can sing just any song I can dance, I can fly And touch the rainbow in the sky I can be your good friend I can love you, until the end",female,"'coz, I can be your good friend, I can love you, until the end, What took you so long to make me feel, I didn't know this for a while","The lyrics appear to be written from the perspective of a female narrator, likely due to the use of informal language and colloquial expressions such as 'coz (a colloquial contraction of ""because""), and the emphasis on emotional expression and relationships. The narrator also mentions being able to be a good friend and loving someone until the end, which suggests a nurturing and caring tone typically associated with feminine perspectives. Additionally, the lyrics contain phrases like ""What took you so long to make me feel"" and ""I didn't know this for a while,"" which convey a sense of vulnerability and emotional introspection often characteristic of female voices in songwriting.","LYRICS: 
4 Contributors I Can Lyrics Chorus I can live, I can love I can reach the heavens above I can right what is wrong I can sing just any song I can dance, I can fly And touch the rainbow in the sky I can be your good friend I can love you, until the end What took you so long to make me feel How lucky I am 'coz I am free Free to do the things I wanna do What took you so long to make me feel I can give love, a love so real What took you so long to let me know...that Chorus I can live, I can love I can reach the heavens above I can right what is wrong I can sing just any song I can dance, I can fly And touch the rainbow in the sky I can be your good friend I can love you, until the end What took you so long to make me cry So I will know the reasons why I'm so lucky I can smile I didn't know this for a while Chorus I can live, I can love I can reach the heavens above I can right what is wrong I can sing just any song I can dance, I can fly And touch the rainbow in the sky I can be your good friend I can love you, until the end

GENDER: female
KEYWORDS: 'coz, I can be your good friend, I can love you, until the end, What took you so long to make me feel, I didn't know this for a while
REASONING: The lyrics appear to be written from the perspective of a female narrator, likely due to the use of informal language and colloquial expressions such as 'coz (a colloquial contraction of ""because""), and the emphasis on emotional expression and relationships. The narrator also mentions being able to be a good friend and loving someone until the end, which suggests a nurturing and caring tone typically associated with feminine perspectives. Additionally, the lyrics contain phrases like ""What took you so long to make me feel"" and ""I didn't know this for a while,"" which convey a sense of vulnerability and emotional introspection often characteristic of female voices in songwriting."
74,ObjectId(5714decf25ac0d8aee41a2a3),God Save The Mona Lisa,Fantastic Plastic Machine,Male,english,"3 Contributors God Save the Mona Lisa Lyrics I read a story one day; it was sad About the queen who was treated badly I kid you not I could not wait to see what happened next I read as fast as I could read because (chorus) I had to find out, I was really flying Suddenly you came into my head And it was over I was in love and that was all I read a story one day, it was mad About this man who was lost and crazy I felt so bad I couldn't wait to see what happened next, so I read as fast as I read could because (chorus) I had to find out, I was really flying Suddenly you came into my head The story ended I was in love and that was all I read a story one day, it was sweet I couldn't handle all that sweet I read a story one day, it was fun I couldn't handle all that fun I read a story one day, it was real And I was moved its beauty and loneliness Girl wanted to steal this painting But she became so jealous over the lovely Mona Lisa She took a pencil And drew a mustache On the face of lovely Mona Lisa God save the Mona Lisa I read as fast as I could read because I had to find out, I was really flying Suddenly you came into my head The story ended I was in love and that was all",female,"""girl"", ""I felt so bad"", ""I couldn't handle all that sweet"", ""I couldn't handle all that fun"", ""I was moved its beauty and loneliness""","The lyrics suggest a female narrator due to the use of the word ""girl"" and phrases that express emotional vulnerability, such as ""I felt so bad"" and ""I was moved its beauty and loneliness."" The narrator also uses phrases like ""I couldn't handle all that sweet"" and ""I couldn't handle all that fun,"" which are often associated with feminine expressions of emotional sensitivity. Additionally, the narrator's interest in the Mona Lisa and her emotional response to the painting's beauty and loneliness further supports the classification as female.","LYRICS: 
I read a story one day; it was sad 
About the queen who was treated badly 
I kid you not 
I could not wait to see what happened next 
I read as fast as I could read 
because (chorus) 
I had to find out, I was really flying 
Suddenly you came into my head 
And it was over 
I was in love and that was all 
I read a story one day, it was mad 
About this man who was lost and crazy 
I felt so bad 
I couldn't wait to see what happened next, so 
I read as fast as I read could because (chorus) 
I had to find out, I was really flying 
Suddenly you came into my head 
The story ended 
I was in love and that was all 
I read a story one day, it was sweet 
I couldn't handle all that sweet 
I read a story one day, it was fun 
I couldn't handle all that fun 
I read a story one day, it was real 
And I was moved its beauty and loneliness 
Girl wanted to steal this painting 
But she became so jealous over the lovely Mona Lisa 
She took a pencil 
And drew a mustache 
On the face of lovely Mona Lisa 
God save the Mona Lisa 
I read as fast as I could read 
because I had to find out, I was really flying 
Suddenly you came into my head 
The story ended 
I was in love and that was all 

GENDER: female
KEYWORDS: ""girl"", ""I felt so bad"", ""I couldn't handle all that sweet"", ""I couldn't handle all that fun"", ""I was moved its beauty and loneliness""
REASONING: The lyrics suggest a female narrator due to the use of the word ""girl"" and phrases that express emotional vulnerability, such as ""I felt so bad"" and ""I was moved its beauty and loneliness."" The narrator also uses phrases like ""I couldn't handle all that sweet"" and ""I couldn't handle all that fun,"" which are often associated with feminine expressions of emotional sensitivity. Additionally, the narrator's interest in the Mona Lisa and her emotional response to the painting's beauty and loneliness further supports the classification as female."
76,ObjectId(5714decb25ac0d8aee3e05a4),Star Fruits Surf Rider,Cornelius,Male,english,"6 Contributors Star Fruits Surf Rider Lyrics Intro (Hey!) Verse 1 I was walking the streets when I felt a little dizzy Around my head I saw some stars Star fruits surf rider Verse 2 Near me sits a cat who's staring my way Deep inside that cat's eyes, I see some stars Star fruits surf rider Verse 3 I was somewhere near the ocean and I was feeling cold The stars were amazing and there was no one around Star fruits surf rider",male,"""I"", ""me"", ""my"", ""I see""","The use of the first-person singular pronouns ""I"" and ""me"" indicates that the narrator is speaking from their own perspective, suggesting a male voice. Additionally, the phrase ""Deep inside that cat's eyes, I see some stars"" implies a level of introspection and self-awareness, which is often associated with a male perspective. The overall tone of the lyrics is also quite neutral and observational, which is consistent with a male narrator.","LYRICS: I was walking the streets when I felt a little dizzy Around my head I saw some stars Star fruits surf rider Near me sits a cat who's staring my way Deep inside that cat's eyes, I see some stars Star fruits surf rider I was somewhere near the ocean and I was feeling cold The stars were amazing and there was no one around Star fruits surf rider  
GENDER: male  
KEYWORDS: ""I"", ""me"", ""my"", ""I see""  
REASONING: The use of the first-person singular pronouns ""I"" and ""me"" indicates that the narrator is speaking from their own perspective, suggesting a male voice. Additionally, the phrase ""Deep inside that cat's eyes, I see some stars"" implies a level of introspection and self-awareness, which is often associated with a male perspective. The overall tone of the lyrics is also quite neutral and observational, which is consistent with a male narrator."
